student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,exam_score_class
12060,18,female,b.tech,0.89,63.6,yes,7.9,good,group study,low,moderate,30.8,low
12061,20,male,bba,6.69,97.3,yes,9.0,average,self-study,high,moderate,91.1,high
12062,19,other,bba,2.63,51.5,yes,5.7,average,coaching,low,hard,50.5,medium
12063,17,female,b.tech,6.13,57.6,no,9.2,average,mixed,low,hard,86.9,high
12064,20,other,b.com,5.02,52.5,yes,7.9,poor,group study,high,easy,42.5,low
12065,19,other,bca,2.27,69.1,yes,9.4,poor,mixed,medium,easy,62.0,medium
12066,17,male,bba,6.81,84.9,yes,5.4,poor,mixed,medium,moderate,91.4,high
12067,19,other,b.com,6.76,55.5,yes,6.0,poor,group study,medium,hard,65.3,medium
12068,17,male,bba,1.37,97.6,yes,4.1,average,online videos,medium,hard,55.7,medium
12069,24,male,bca,0.97,79.6,yes,6.9,poor,online videos,high,easy,39.9,low
12070,24,male,b.com,4.8,96.2,yes,6.3,poor,online videos,low,easy,50.9,medium
12071,19,female,b.sc,1.87,76.4,yes,9.7,good,coaching,medium,moderate,80.7,high
12072,24,other,b.tech,2.66,75.2,yes,8.7,good,coaching,low,moderate,67.3,medium
12073,20,other,diploma,7.49,97.9,yes,9.6,average,coaching,high,easy,100.0,high
12074,24,male,b.com,1.4,96.7,yes,8.6,poor,group study,low,moderate,27.8,low
12075,18,male,bca,3.76,81.6,yes,6.0,good,self-study,low,moderate,62.3,medium
12076,19,male,b.com,2.36,46.9,yes,7.5,poor,mixed,low,moderate,25.4,low
12077,22,other,bba,2.78,47.1,yes,8.1,average,group study,medium,easy,64.5,medium
12078,18,female,b.com,2.96,42.0,no,8.5,good,coaching,medium,easy,64.5,medium
12079,23,male,bba,2.08,48.8,yes,8.2,poor,coaching,medium,easy,53.4,medium
12080,20,male,diploma,6.11,72.8,yes,4.9,good,online videos,high,moderate,65.0,medium
12081,20,male,bca,6.49,66.7,yes,6.3,poor,coaching,high,moderate,89.5,high
12082,20,other,b.sc,4.32,81.6,yes,4.2,poor,group study,high,easy,63.1,medium
12083,23,female,ba,7.19,93.5,yes,5.8,good,coaching,high,hard,100.0,high
12084,17,female,b.sc,1.09,62.6,yes,8.6,average,coaching,medium,moderate,58.9,medium
12085,23,other,b.sc,4.05,92.2,no,6.2,average,coaching,medium,moderate,91.8,high
12086,23,male,bca,6.63,93.8,yes,4.3,average,coaching,high,moderate,91.2,high
12087,23,male,diploma,4.97,80.7,yes,9.9,good,mixed,medium,easy,91.9,high
12088,24,male,diploma,7.88,90.1,yes,5.1,average,coaching,high,moderate,100.0,high
12089,23,male,bca,4.77,95.6,yes,6.0,good,online videos,high,easy,69.7,medium
12090,21,other,ba,7.68,67.4,yes,4.4,good,mixed,low,easy,86.1,high
12091,20,other,ba,0.79,70.2,yes,9.3,good,mixed,high,easy,46.5,low
12092,20,female,ba,0.34,71.0,yes,5.9,average,mixed,medium,easy,43.8,low
12093,23,other,bca,2.85,67.6,yes,5.5,average,group study,high,moderate,47.7,low
12094,20,female,b.tech,6.73,96.9,yes,8.8,average,group study,high,moderate,90.6,high
12095,21,male,bca,0.4,45.5,yes,7.4,good,online videos,medium,hard,24.7,low
12096,17,male,bca,2.02,61.8,yes,9.6,good,self-study,low,moderate,66.6,medium
12097,19,male,diploma,7.88,94.4,no,8.5,good,mixed,low,easy,91.5,high
12098,19,other,bba,5.13,86.5,yes,5.4,average,coaching,low,hard,73.6,medium
12099,20,female,ba,3.14,57.3,yes,5.5,good,self-study,medium,moderate,49.5,low
12100,21,other,ba,0.62,79.8,no,6.9,good,self-study,medium,moderate,47.0,low
12101,22,male,bba,6.04,40.6,yes,7.3,good,mixed,low,hard,57.4,medium
12102,20,other,b.com,7.4,72.0,yes,6.8,poor,coaching,high,moderate,88.0,high
12103,18,male,bca,5.93,95.1,no,7.2,good,mixed,high,moderate,95.4,high
12104,21,female,ba,0.93,77.1,yes,9.9,good,self-study,low,moderate,50.5,medium
12105,17,female,b.sc,4.25,94.5,yes,6.5,good,group study,low,easy,85.1,high
12106,23,other,bca,3.22,44.5,yes,6.4,poor,coaching,high,moderate,59.9,medium
12107,23,female,b.com,7.23,72.0,yes,8.7,good,group study,low,hard,100.0,high
12108,18,other,b.tech,6.1,81.1,no,9.3,poor,mixed,high,easy,83.2,high
12109,19,female,ba,6.42,42.0,yes,5.8,good,group study,medium,easy,68.2,medium
12110,17,female,ba,3.31,92.0,no,9.3,good,group study,low,hard,59.3,medium
12111,19,other,b.com,0.2,55.4,yes,9.1,poor,online videos,high,moderate,29.2,low
12112,17,other,b.tech,6.08,91.9,yes,5.7,average,self-study,high,moderate,83.2,high
12113,24,male,ba,5.07,56.8,no,5.5,good,group study,medium,hard,63.9,medium
12114,18,other,bca,1.13,98.9,no,8.2,average,self-study,high,hard,72.0,medium
12115,22,female,bca,6.05,93.2,yes,8.4,good,coaching,high,moderate,100.0,high
12116,21,other,b.sc,1.19,91.4,yes,8.4,average,coaching,high,moderate,56.0,medium
12117,18,female,ba,5.92,81.2,yes,4.2,good,self-study,low,moderate,59.9,medium
12118,23,other,diploma,5.71,64.1,yes,8.1,good,coaching,medium,hard,100.0,high
12119,17,other,b.com,0.08,67.5,yes,9.7,poor,coaching,medium,hard,47.9,low
12120,24,female,ba,6.2,75.2,yes,6.1,poor,self-study,medium,easy,59.1,medium
12121,22,other,bba,3.26,56.0,yes,4.9,average,self-study,medium,hard,64.6,medium
12122,22,female,ba,4.05,55.4,yes,7.7,poor,online videos,high,moderate,52.2,medium
12123,24,other,bca,7.72,69.1,yes,5.0,good,online videos,low,easy,63.6,medium
12124,20,male,b.com,7.36,71.7,yes,5.3,average,coaching,medium,easy,77.6,high
12125,19,other,ba,3.06,87.8,yes,4.3,poor,online videos,medium,easy,49.6,low
12126,18,female,ba,5.68,84.7,yes,5.6,poor,group study,high,moderate,70.2,medium
12127,24,female,bca,4.1,77.5,yes,7.8,good,group study,low,easy,69.3,medium
12128,20,female,b.com,6.58,79.3,yes,5.4,good,self-study,medium,easy,100.0,high
12129,23,other,b.sc,2.56,92.3,no,7.3,average,coaching,low,hard,61.1,medium
12130,19,female,b.com,3.77,43.5,yes,8.6,good,online videos,low,moderate,52.8,medium
12131,24,male,b.sc,0.9,74.2,yes,6.8,average,mixed,low,hard,35.8,low
12132,23,other,b.sc,7.41,43.6,yes,9.2,good,coaching,high,hard,93.4,high
12133,19,female,bca,7.21,46.6,yes,5.3,average,coaching,medium,easy,100.0,high
12134,20,male,b.com,2.21,68.5,yes,9.9,good,coaching,high,hard,57.1,medium
12135,23,male,b.sc,4.66,63.5,yes,5.3,good,group study,low,easy,40.0,low
12136,18,other,bca,3.03,84.0,yes,7.9,poor,online videos,medium,moderate,44.1,low
12137,17,male,bca,1.25,89.1,yes,7.2,poor,coaching,medium,moderate,41.8,low
12138,19,male,b.sc,0.36,87.4,yes,5.7,average,mixed,high,moderate,52.3,medium
12139,21,female,b.com,6.58,74.8,yes,5.2,poor,self-study,low,hard,75.9,high
12140,18,male,bca,2.31,40.6,yes,4.5,poor,group study,high,hard,37.7,low
12141,19,female,b.sc,4.12,41.4,yes,8.8,good,coaching,high,moderate,77.7,high
12142,24,male,diploma,7.22,51.4,yes,5.0,poor,online videos,medium,easy,65.8,medium
12143,17,other,bba,0.16,56.1,yes,7.8,good,mixed,medium,hard,38.7,low
12144,17,female,bba,4.38,67.7,no,5.1,good,online videos,medium,moderate,66.0,medium
12145,20,male,ba,7.64,62.8,yes,7.3,good,group study,medium,easy,72.0,medium
12146,17,female,b.tech,6.47,49.1,yes,4.6,good,group study,high,moderate,97.2,high
12147,17,male,bca,1.75,45.8,yes,6.2,average,group study,medium,hard,35.9,low
12148,18,male,ba,1.61,41.3,yes,7.9,good,self-study,high,moderate,40.2,low
12149,17,male,b.sc,6.1,44.1,yes,8.9,average,mixed,high,moderate,65.9,medium
12150,23,other,bca,0.64,40.6,yes,9.6,poor,mixed,medium,moderate,32.0,low
12151,17,other,b.com,4.79,41.9,yes,9.2,good,self-study,high,easy,70.3,medium
12152,21,female,b.com,1.87,66.8,yes,5.4,good,group study,high,moderate,55.0,medium
12153,22,male,bba,6.71,80.5,no,5.2,average,mixed,high,easy,85.6,high
12154,22,male,b.sc,3.04,65.1,yes,5.6,good,self-study,medium,easy,48.4,low
12155,22,other,b.tech,3.32,55.8,yes,9.8,average,mixed,high,moderate,64.1,medium
12156,19,female,b.com,6.36,76.9,yes,9.9,poor,self-study,low,easy,90.1,high
12157,24,male,bba,0.7,77.9,yes,9.9,poor,group study,low,moderate,35.2,low
12158,17,male,b.com,4.81,82.7,yes,8.2,good,mixed,low,moderate,87.5,high
12159,17,female,bba,7.7,57.1,no,6.5,poor,group study,high,moderate,73.2,medium
12160,23,male,b.tech,5.2,97.4,yes,9.0,poor,mixed,low,easy,74.3,medium
12161,17,other,b.sc,0.65,50.3,yes,9.2,average,mixed,high,easy,54.6,medium
12162,18,male,b.sc,7.27,97.8,yes,5.8,average,mixed,high,hard,71.1,medium
12163,18,male,b.tech,1.03,78.0,yes,5.7,average,self-study,medium,easy,49.0,low
12164,17,other,bba,2.95,56.3,yes,9.9,poor,group study,high,easy,44.6,low
12165,17,female,b.sc,1.45,51.9,yes,7.6,average,group study,high,moderate,43.8,low
12166,21,other,ba,5.77,53.9,yes,9.9,good,mixed,medium,easy,81.0,high
12167,22,male,diploma,2.12,78.8,yes,7.8,poor,group study,low,moderate,57.8,medium
12168,17,other,b.sc,2.09,97.5,yes,9.9,average,mixed,low,easy,64.2,medium
12169,24,male,b.sc,3.31,92.1,yes,7.1,poor,coaching,high,easy,75.0,medium
12170,17,other,diploma,2.29,98.9,yes,8.9,average,coaching,medium,hard,61.0,medium
12171,22,other,b.com,6.28,59.3,yes,7.0,good,mixed,low,easy,64.0,medium
12172,23,female,b.com,4.21,63.3,yes,9.5,good,online videos,low,hard,65.8,medium
12173,21,female,bca,4.45,84.8,no,6.1,poor,mixed,medium,moderate,71.3,medium
12174,20,male,b.tech,1.29,55.0,no,7.2,good,self-study,low,moderate,50.1,medium
12175,17,other,b.com,7.31,60.2,yes,5.1,average,coaching,high,moderate,90.7,high
12176,18,male,b.sc,2.79,57.2,yes,8.8,average,coaching,low,moderate,49.4,low
12177,23,male,diploma,3.02,64.5,yes,5.9,good,mixed,medium,easy,60.5,medium
12178,19,female,b.com,1.94,86.3,yes,4.1,poor,self-study,medium,moderate,37.8,low
12179,17,male,ba,7.68,40.6,yes,5.3,poor,group study,high,hard,59.9,medium
12180,22,male,ba,4.86,41.6,yes,9.4,good,mixed,medium,easy,60.6,medium
12181,22,female,ba,0.49,40.6,no,6.6,average,group study,low,easy,19.599,low
12182,17,male,b.tech,1.54,78.4,yes,4.8,good,group study,medium,easy,40.8,low
12183,17,other,b.sc,3.84,62.0,yes,7.7,poor,online videos,medium,hard,36.9,low
12184,17,other,bca,1.5,68.3,yes,9.6,average,self-study,high,moderate,59.0,medium
12185,17,male,ba,4.84,68.0,yes,8.4,good,group study,medium,easy,59.0,medium
12186,21,male,diploma,2.46,52.2,yes,7.8,good,coaching,medium,easy,52.5,medium
12187,18,other,ba,2.8,87.4,no,7.7,good,self-study,high,moderate,61.9,medium
12188,21,male,b.com,6.29,51.2,yes,7.0,average,group study,medium,moderate,73.3,medium
12189,18,female,b.com,4.19,81.1,yes,6.5,average,mixed,medium,easy,70.7,medium
12190,24,other,bca,0.9,84.4,yes,5.7,poor,online videos,high,moderate,45.5,low
12191,22,female,b.sc,2.98,55.3,yes,7.3,poor,self-study,low,moderate,22.2,low
12192,19,male,bba,7.17,82.6,no,4.5,average,online videos,high,easy,85.3,high
12193,20,male,diploma,6.77,53.0,yes,4.1,good,group study,low,moderate,63.6,medium
12194,17,female,bca,6.08,71.6,yes,7.6,good,group study,low,moderate,65.8,medium
12195,17,female,b.com,6.75,83.0,yes,6.0,poor,group study,medium,moderate,72.3,medium
12196,21,male,b.sc,0.73,48.7,no,8.8,poor,coaching,high,hard,36.6,low
12197,17,female,bba,0.98,80.6,yes,8.6,good,group study,high,moderate,36.1,low
12198,22,female,bba,0.15,48.0,yes,9.2,good,self-study,high,hard,45.1,low
12199,20,male,bca,1.0,44.3,no,6.9,poor,group study,low,easy,19.599,low
12200,18,other,b.tech,6.59,61.0,yes,9.1,good,online videos,high,hard,100.0,high
12201,21,other,ba,0.3,53.1,yes,8.0,good,group study,medium,moderate,20.4,low
12202,21,other,b.tech,3.72,48.9,no,9.5,poor,coaching,low,moderate,62.4,medium
12203,22,female,diploma,1.98,55.5,yes,6.8,average,group study,medium,moderate,42.0,low
12204,18,female,diploma,6.66,85.7,yes,8.0,average,self-study,high,easy,100.0,high
12205,21,male,bca,6.42,91.6,yes,5.5,average,online videos,high,hard,68.0,medium
12206,23,male,b.com,6.13,96.2,no,8.8,good,mixed,medium,moderate,100.0,high
12207,19,male,bca,3.03,97.1,yes,8.4,average,group study,high,easy,80.4,high
12208,23,female,ba,7.4,77.7,yes,7.9,good,mixed,high,hard,96.3,high
12209,22,female,bba,7.17,81.6,yes,4.9,poor,online videos,high,moderate,90.3,high
12210,20,female,b.sc,5.21,58.3,yes,6.8,good,group study,low,easy,55.0,medium
12211,24,female,ba,4.9,93.7,no,9.9,average,coaching,high,moderate,95.4,high
12212,24,male,diploma,2.7,60.9,yes,9.9,poor,online videos,high,moderate,45.7,low
12213,18,other,b.sc,5.89,84.1,yes,9.7,poor,online videos,low,moderate,70.4,medium
12214,24,male,b.com,7.51,87.1,no,9.7,poor,mixed,high,hard,100.0,high
12215,17,male,b.com,2.53,98.7,yes,8.1,good,coaching,medium,moderate,73.9,medium
12216,18,other,b.sc,2.29,41.9,yes,7.9,average,self-study,low,hard,30.1,low
12217,17,female,b.com,2.11,55.1,yes,9.3,average,self-study,low,easy,38.3,low
12218,19,other,bba,7.87,68.3,yes,6.7,poor,coaching,low,hard,79.3,high
12219,24,other,b.tech,4.32,87.8,yes,5.9,poor,group study,high,moderate,65.8,medium
12220,21,other,b.sc,7.74,83.5,yes,9.2,average,online videos,low,easy,91.7,high
12221,21,female,bca,4.94,44.5,no,4.6,good,mixed,high,moderate,67.4,medium
12222,17,other,b.sc,2.35,91.4,yes,6.4,average,mixed,low,easy,64.3,medium
12223,21,male,b.com,4.69,64.7,yes,9.2,poor,group study,high,hard,65.8,medium
12224,20,female,bba,1.24,91.3,no,8.8,average,mixed,low,moderate,34.4,low
12225,20,other,bca,3.58,93.0,yes,6.4,average,self-study,high,easy,66.3,medium
12226,19,other,diploma,3.54,95.1,yes,6.5,poor,group study,high,moderate,73.1,medium
12227,18,female,b.sc,4.61,87.1,yes,6.3,average,coaching,low,moderate,93.1,high
12228,24,other,bca,3.1,85.2,yes,8.6,poor,mixed,high,moderate,42.8,low
12229,21,male,bca,3.64,70.6,yes,5.8,good,group study,high,easy,63.9,medium
12230,20,male,b.tech,7.01,73.4,yes,7.0,good,group study,low,hard,88.4,high
12231,17,other,diploma,1.44,71.0,yes,5.6,poor,self-study,medium,easy,33.3,low
12232,23,female,b.com,7.38,70.9,yes,8.9,good,online videos,high,hard,78.0,high
12233,20,male,b.com,4.31,52.6,yes,9.8,poor,group study,high,hard,57.1,medium
12234,20,male,bca,5.03,59.7,yes,4.5,average,group study,high,moderate,65.5,medium
12235,22,male,ba,0.83,50.6,no,6.7,average,group study,high,easy,43.4,low
12236,18,other,b.sc,1.16,83.1,yes,7.8,good,online videos,low,moderate,28.2,low
12237,21,other,b.com,5.86,65.2,yes,6.0,poor,group study,low,hard,66.5,medium
12238,23,other,bca,7.21,54.6,yes,5.4,poor,coaching,medium,hard,82.3,high
12239,20,male,b.sc,4.15,88.0,yes,4.4,good,coaching,medium,moderate,77.5,high
12240,17,other,ba,1.34,93.7,yes,6.9,poor,self-study,low,moderate,34.0,low
12241,18,female,bca,6.38,40.6,yes,6.0,average,online videos,high,hard,81.9,high
12242,17,male,diploma,7.34,92.7,no,4.2,good,self-study,medium,moderate,84.3,high
12243,21,other,bca,5.36,41.6,yes,7.3,poor,group study,high,moderate,60.2,medium
12244,19,other,b.com,1.46,82.6,yes,7.9,good,group study,medium,moderate,59.4,medium
12245,18,female,b.sc,3.3,92.6,yes,9.7,poor,group study,low,moderate,67.1,medium
12246,22,male,diploma,7.52,54.1,yes,6.7,average,self-study,low,hard,70.1,medium
12247,18,other,bba,1.53,96.6,yes,6.2,average,self-study,high,moderate,57.4,medium
12248,19,male,b.com,1.37,83.2,yes,5.0,good,self-study,high,hard,53.2,medium
12249,24,male,diploma,5.61,99.0,yes,8.4,average,coaching,low,hard,73.3,medium
12250,17,female,bca,4.34,52.0,yes,4.1,good,group study,low,easy,38.0,low
12251,18,other,ba,1.64,47.7,no,9.6,poor,online videos,high,hard,48.5,low
12252,19,other,b.sc,4.93,79.7,yes,5.4,average,online videos,low,moderate,62.8,medium
12253,21,other,b.tech,7.49,70.9,yes,4.8,average,mixed,low,hard,78.5,high
12254,18,other,ba,6.84,88.9,yes,7.4,poor,online videos,medium,moderate,89.1,high
12255,24,male,b.tech,0.08,65.7,yes,7.7,good,group study,medium,moderate,40.1,low
12256,17,male,b.com,7.01,40.6,yes,7.7,average,coaching,low,moderate,82.6,high
12257,24,other,bba,5.02,69.1,yes,5.4,average,mixed,high,moderate,62.1,medium
12258,21,female,b.tech,2.14,80.0,yes,8.9,average,group study,medium,moderate,75.3,high
12259,17,other,diploma,0.75,58.7,yes,4.4,average,self-study,high,easy,58.8,medium
12260,17,female,ba,7.77,70.1,no,9.9,poor,mixed,medium,easy,96.2,high
12261,17,female,diploma,0.23,76.2,yes,6.9,average,mixed,low,hard,51.9,medium
12262,19,male,b.sc,1.48,83.1,yes,5.4,poor,coaching,high,moderate,55.3,medium
12263,19,female,ba,5.37,54.1,yes,7.6,good,mixed,medium,hard,83.8,high
12264,22,other,diploma,6.06,56.1,no,6.4,average,online videos,medium,moderate,63.2,medium
12265,19,other,bba,2.13,81.2,yes,4.6,poor,group study,medium,easy,58.4,medium
12266,22,female,bca,5.9,61.3,yes,5.4,poor,online videos,low,moderate,42.1,low
12267,19,other,bba,6.12,85.0,yes,8.2,average,group study,medium,hard,70.7,medium
12268,19,male,bca,6.42,56.1,no,8.8,average,self-study,medium,hard,85.1,high
12269,19,female,b.com,6.03,85.3,yes,6.8,average,coaching,high,moderate,84.6,high
12270,19,female,ba,0.26,49.5,yes,7.2,good,group study,low,hard,33.9,low
12271,23,other,b.tech,7.14,67.1,yes,6.7,poor,mixed,medium,moderate,58.3,medium
12272,18,other,b.sc,4.5,51.5,yes,5.0,average,mixed,medium,moderate,61.1,medium
12273,19,male,b.tech,3.45,71.0,yes,6.6,good,self-study,medium,moderate,51.0,medium
12274,24,other,b.com,0.2,82.0,no,6.6,average,online videos,high,easy,35.6,low
12275,22,other,bca,4.73,71.6,yes,8.5,poor,online videos,medium,moderate,55.9,medium
12276,18,male,b.sc,1.3,49.6,yes,4.4,good,self-study,high,moderate,33.8,low
12277,23,male,ba,4.38,95.3,yes,5.5,average,group study,high,moderate,73.2,medium
12278,18,male,ba,1.51,40.6,yes,7.4,average,coaching,medium,moderate,42.4,low
12279,18,male,b.sc,5.5,83.8,no,5.3,good,mixed,low,moderate,62.9,medium
12280,20,other,bca,0.71,83.4,yes,6.7,average,online videos,low,easy,47.4,low
12281,22,other,bca,4.8,93.8,yes,7.0,good,online videos,high,moderate,75.1,high
12282,18,female,b.sc,5.15,91.7,yes,5.0,poor,coaching,low,easy,72.3,medium
12283,23,female,b.tech,3.16,49.0,yes,5.9,average,self-study,high,hard,61.8,medium
12284,18,female,b.tech,7.34,96.8,yes,7.5,good,coaching,low,moderate,92.3,high
12285,23,other,b.com,4.21,49.1,no,8.6,poor,coaching,high,moderate,73.3,medium
12286,17,male,b.tech,6.0,73.8,yes,6.8,good,online videos,medium,hard,70.9,medium
12287,20,other,b.tech,3.56,49.4,yes,4.1,poor,mixed,low,moderate,47.9,low
12288,22,other,ba,6.33,62.7,yes,8.0,good,self-study,high,hard,68.3,medium
12289,19,other,ba,7.18,87.6,yes,6.2,good,online videos,medium,moderate,92.2,high
12290,21,other,b.tech,3.3,96.2,yes,6.7,average,mixed,medium,moderate,53.0,medium
12291,22,other,bba,7.74,59.3,yes,9.5,poor,mixed,low,moderate,72.7,medium
12292,22,male,b.com,1.23,66.2,no,6.5,poor,online videos,high,moderate,32.2,low
12293,20,other,b.sc,6.77,88.1,no,9.5,good,online videos,low,hard,91.1,high
12294,23,male,b.tech,4.21,75.8,yes,5.6,good,mixed,medium,moderate,71.0,medium
12295,22,male,bca,1.11,93.9,yes,8.2,good,group study,low,moderate,56.9,medium
12296,19,male,b.tech,5.0,59.7,yes,6.6,average,mixed,low,moderate,66.8,medium
12297,22,female,b.sc,1.05,51.3,no,9.6,average,online videos,low,hard,33.7,low
12298,24,male,bba,7.1,72.9,yes,8.4,average,coaching,low,easy,100.0,high
12299,23,female,bba,6.53,68.0,yes,5.5,good,online videos,high,easy,69.9,medium
12300,22,male,diploma,5.23,92.9,yes,6.7,poor,self-study,medium,easy,66.4,medium
12301,23,other,b.tech,1.86,45.3,yes,9.5,average,self-study,high,easy,46.5,low
12302,23,male,b.sc,7.7,42.7,yes,8.0,good,self-study,medium,moderate,83.5,high
12303,19,female,bba,6.83,50.4,yes,9.2,poor,group study,high,hard,76.6,high
12304,22,male,b.sc,5.72,80.3,yes,5.9,good,mixed,medium,easy,80.4,high
12305,18,other,b.com,2.92,59.5,yes,8.6,average,mixed,low,easy,53.0,medium
12306,19,female,b.com,3.87,45.8,yes,4.8,good,online videos,low,easy,49.9,low
12307,24,female,bca,2.7,93.2,yes,9.1,average,self-study,medium,easy,66.0,medium
12308,19,female,bca,6.8,85.7,no,7.3,good,coaching,medium,moderate,96.9,high
12309,23,female,bca,2.47,93.1,yes,4.3,average,self-study,low,easy,49.7,low
12310,20,female,ba,1.91,46.7,yes,5.6,poor,coaching,medium,easy,36.9,low
12311,18,male,ba,1.71,58.9,yes,7.0,good,mixed,low,hard,51.7,medium
12312,17,other,ba,3.21,77.5,no,7.1,poor,group study,high,hard,66.1,medium
12313,21,female,b.tech,4.98,44.7,yes,8.5,good,self-study,medium,moderate,47.6,low
12314,20,male,ba,6.65,99.4,yes,7.3,average,self-study,medium,hard,95.9,high
12315,21,male,b.sc,7.4,99.4,yes,8.7,good,group study,high,hard,100.0,high
12316,17,other,diploma,0.64,71.1,yes,8.9,average,coaching,low,easy,47.7,low
12317,19,male,b.sc,0.38,99.4,yes,7.6,poor,online videos,high,moderate,57.8,medium
12318,17,other,b.tech,2.9,96.2,yes,5.3,average,coaching,high,easy,83.9,high
12319,19,other,diploma,6.48,76.5,yes,7.9,good,mixed,high,moderate,86.3,high
12320,24,other,b.sc,7.26,45.1,no,6.6,average,group study,high,moderate,86.5,high
12321,18,female,ba,1.35,47.6,no,4.5,good,self-study,high,easy,42.2,low
12322,22,male,b.com,2.29,57.8,yes,6.9,average,group study,high,hard,39.9,low
12323,17,male,b.sc,7.22,89.4,no,8.9,poor,online videos,low,easy,73.1,medium
12324,21,male,ba,4.61,72.4,yes,6.6,average,group study,medium,easy,72.8,medium
12325,24,female,bca,3.26,89.9,yes,6.2,average,coaching,medium,moderate,70.8,medium
12326,19,female,b.tech,1.95,82.7,yes,5.2,good,self-study,medium,moderate,37.0,low
12327,18,other,bba,0.9,88.9,no,7.3,poor,mixed,low,hard,57.6,medium
12328,21,male,diploma,0.87,55.9,yes,5.5,good,group study,high,hard,54.1,medium
12329,19,female,b.com,5.39,82.0,yes,7.7,good,online videos,medium,moderate,85.7,high
12330,24,male,bba,5.76,44.6,yes,4.1,poor,mixed,high,hard,57.7,medium
12331,23,female,diploma,2.93,81.4,yes,6.2,good,coaching,high,hard,83.3,high
12332,22,male,diploma,4.85,69.2,yes,8.6,average,self-study,medium,moderate,52.0,medium
12333,22,female,bba,1.25,60.1,yes,4.2,good,self-study,high,easy,30.5,low
12334,21,female,diploma,0.17,81.8,yes,4.6,average,group study,low,hard,33.3,low
12335,22,other,bca,0.8,40.6,yes,9.8,poor,mixed,medium,moderate,32.7,low
12336,20,other,ba,0.85,86.3,yes,4.1,average,mixed,medium,moderate,47.3,low
12337,24,female,b.tech,7.88,72.1,yes,8.6,average,mixed,low,easy,63.7,medium
12338,19,male,bca,1.89,65.8,yes,6.2,poor,coaching,medium,moderate,49.6,low
12339,17,other,b.com,1.07,71.8,yes,5.7,good,online videos,medium,moderate,24.8,low
12340,22,other,bca,6.36,56.3,yes,8.3,poor,self-study,high,easy,73.6,medium
12341,22,other,bba,2.93,77.0,no,9.1,poor,coaching,high,moderate,45.9,low
12342,24,other,b.com,1.65,53.7,no,6.6,poor,online videos,high,easy,49.9,low
12343,20,other,bca,1.76,95.6,yes,4.1,poor,coaching,medium,moderate,59.3,medium
12344,20,male,bba,1.11,86.8,yes,9.3,average,mixed,medium,moderate,60.7,medium
12345,21,female,bca,0.64,93.0,yes,9.4,poor,mixed,high,easy,55.0,medium
12346,20,female,diploma,5.44,82.9,yes,7.6,poor,self-study,low,moderate,71.9,medium
12347,23,male,b.sc,3.52,44.9,yes,5.4,average,mixed,low,moderate,56.9,medium
12348,20,male,bca,1.19,71.3,yes,9.8,average,self-study,low,easy,27.7,low
12349,23,male,b.tech,6.34,82.2,yes,6.6,average,self-study,medium,hard,58.4,medium
12350,20,other,bba,0.15,77.0,yes,9.5,poor,mixed,high,hard,55.3,medium
12351,18,other,b.sc,3.45,81.1,yes,5.5,poor,mixed,medium,easy,51.5,medium
12352,24,other,b.sc,1.02,72.1,yes,9.5,average,coaching,medium,moderate,53.0,medium
12353,21,male,b.sc,0.22,78.0,yes,8.5,good,coaching,high,moderate,65.9,medium
12354,22,other,bca,4.41,73.6,no,6.7,poor,self-study,medium,moderate,70.9,medium
12355,21,male,b.com,1.24,44.7,yes,4.3,good,coaching,high,moderate,54.9,medium
12356,19,other,b.com,0.55,75.1,yes,6.3,good,online videos,low,moderate,52.8,medium
12357,24,male,b.com,3.83,68.0,no,9.2,average,online videos,low,easy,61.2,medium
12358,19,male,bba,6.75,70.3,no,8.0,average,online videos,high,moderate,74.4,medium
12359,24,male,diploma,3.89,44.5,yes,5.8,average,mixed,high,moderate,65.1,medium
12360,20,other,bba,0.64,94.2,yes,7.6,poor,self-study,low,easy,19.8,low
12361,17,female,b.tech,2.43,90.3,yes,9.6,good,self-study,medium,hard,78.2,high
12362,17,other,ba,3.57,43.0,yes,6.4,poor,group study,high,easy,42.3,low
12363,24,male,b.tech,2.25,94.0,yes,5.4,average,group study,low,hard,60.7,medium
12364,21,other,b.sc,2.7,90.6,yes,9.1,poor,mixed,high,easy,62.6,medium
12365,20,female,b.sc,4.0,86.6,no,7.2,poor,coaching,high,moderate,59.6,medium
12366,23,female,bba,7.54,95.8,yes,7.4,average,group study,high,moderate,100.0,high
12367,21,other,diploma,6.44,79.6,yes,9.6,good,mixed,medium,hard,95.6,high
12368,22,male,b.sc,1.64,47.4,yes,6.4,good,online videos,low,moderate,30.4,low
12369,22,other,diploma,6.28,49.6,yes,8.4,poor,self-study,low,hard,66.5,medium
12370,18,male,b.sc,3.16,44.3,yes,9.2,average,online videos,medium,hard,52.0,medium
12371,17,female,b.com,6.53,65.2,yes,7.6,good,online videos,medium,moderate,74.8,medium
12372,22,male,b.tech,4.94,49.8,yes,7.6,average,self-study,low,moderate,58.9,medium
12373,17,female,b.tech,5.43,42.1,yes,7.0,good,online videos,high,easy,68.4,medium
12374,22,female,bba,2.9,71.0,yes,4.5,good,online videos,high,easy,55.0,medium
12375,18,female,b.com,5.71,58.4,yes,5.7,poor,coaching,low,moderate,66.7,medium
